name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address 
شقه للبيع اسكان ماركا الجديد,16000,https://opensooq-images.os-cdn.com/previews/220x0/52d0/809a/52d0809ae0fe749a3afca635d781ce23a60d5575123a27f5c0a9ed1f64bd273b.jpg.jpg,79,حمّام,غرفة نوم,31.9669557,35.9664996,عمان ماركا,"وادي ماركا, عمان, 00962, Jordan / الأُرْدُن","{'place_id': 7102272, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906979, 'boundingbox': ['31.9569557', '31.9769557', '35.9564996', '35.9764996'], 'lat': '31.9669557', 'lon': '35.9664996', 'display_name': 'وادي ماركا, عمان, 00962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'locality', 'importance': 0.46, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png'}"
شقه فارغه للبيع 2نوم شارع الجامعه خلف مستشفى الإسراء,30000,https://opensooq-images.os-cdn.com/previews/220x0/7a92/950c/7a92950ca48d239a82e5edcbbb4099f6e67a3cf4b0a1aa06a89f4ff49c48ed6e.jpg.jpg,110,حمّام,٢ غرفتا نوم,23.5836925,58.1456438,عمان شارع الجامعة,"شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman","{'place_id': 130136519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 181769760, 'boundingbox': ['23.5833474', '23.5837812', '58.1454824', '58.1463241'], 'lat': '23.5836925', 'lon': '58.1456438', 'display_name': 'شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman', 'class': 'highway', 'type': 'primary', 'importance': 0.3}"
شقه للبيع او البدل في شارع عبدالله غوشه خلف الماك دونالاز,55000,https://opensooq-images.os-cdn.com/previews/220x0/e40f/ffcb/e40fffcb5910efebc7c478b94f05010aa63e6383b4c2e6593afd008e8853cc8d.jpg.jpg,60,حمّام,غرفة نوم,23.6703832,57.8861185,عمان شارع مكة,"مكة هايبر ماركت, 13, بركاء, محافظة جنوب الباطنة, 320, سلطنة عُمان Oman","{'place_id': 279575288, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7284619987, 'boundingbox': ['23.6703332', '23.6704332', '57.8860685', '57.8861685'], 'lat': '23.6703832', 'lon': '57.8861185', 'display_name': 'مكة هايبر ماركت, 13, بركاء, محافظة جنوب الباطنة, 320, سلطنة عُمان Oman', 'class': 'shop', 'type': 'supermarket', 'importance': 0.101, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/shopping_supermarket.p.20.png'}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شبه ارضي 130م مع ترس ومدخل منفصل سوبر ديلوكس في الجبيهة,67000,https://opensooq-images.os-cdn.com/previews/220x0/4a4e/1cbb/4a4e1cbbcdae2ce30aa111cc748ae7f77ebc23b616b98c1bed6bcc999003eb19.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة فاخرة 160م طابق ثالث في الجبيهة,82500,https://opensooq-images.os-cdn.com/previews/220x0/9ab0/3947/9ab03947821d2cf6d60efc1fba30f7ea2261c2d64ae1fd89e2c8ebda5527a686.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة 135م 3 غرف نوم بتصميم مميز وتشطيب فاخر واطلالة رائعة و دائمة في الجبيهة,69500,https://opensooq-images.os-cdn.com/previews/220x0/d040/e84c/d040e84c0b75a1064b2aa2b1504eaab5b07245c50e00a8af08e94f8a97b9e93d.jpg.jpg,135,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
جديدة سوبر ديلوكس طابق ثالث طبربور العلوم الاسلامية بسعر 56الف,56000,https://opensooq-images.os-cdn.com/previews/220x0/1df0/3076/1df03076e88d254d366737b80d1497ba82d1a784125e2b30493c46366131bec7.jpg.jpg,150,٣ حمّامات,٥ غرف نوم,32.003056,35.947222,عمان طبربور,"طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن","{'place_id': 7076065, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798899785, 'boundingbox': ['32.003006', '32.003106', '35.947172', '35.947272'], 'lat': '32.003056', 'lon': '35.947222', 'display_name': 'طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
حمزة ياغي للاسكان شقق بجانب دوار الدبابة للبيع,52000,https://opensooq-images.os-cdn.com/previews/220x0/a2cc/f62b/a2ccf62b7833228fe98f872943e31ea6d33a375d7a3a1aa6ea40f348e849078d.jpg.jpg,135,٣ حمّامات,٣ غرف نوم,32.003056,35.947222,عمان طبربور,"طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن","{'place_id': 7076065, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798899785, 'boundingbox': ['32.003006', '32.003106', '35.947172', '35.947272'], 'lat': '32.003056', 'lon': '35.947222', 'display_name': 'طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة بالاقساط لمدة 40 شهر في طريق المطار من غير فوائد وبنوك,67000,https://opensooq-images.os-cdn.com/previews/220x0/8252/1d32/82521d32b02b3ae3c5eac470841b62059746bfa5aa67d5d9c66b9da276178e4e.jpg.jpg,137,٣ حمّامات,٣ غرف نوم,31.3664323,36.0745529,عمان طريق المطار,"شارع مطار الملكة علياء, سواقة الغربية, عمان, Jordan / الأُرْدُن","{'place_id': 224624038, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 700878717, 'boundingbox': ['31.3664323', '31.3674181', '36.0744549', '36.0745529'], 'lat': '31.3664323', 'lon': '36.0745529', 'display_name': 'شارع مطار الملكة علياء, سواقة الغربية, عمان, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'trunk', 'importance': 0.21}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة مساحة 150م تقريبا مميزة جدا في اجمل مناطق مرج الحمام دوار الشوابكة جديدة,78000,https://opensooq-images.os-cdn.com/previews/220x0/766d/208c/766d208c5708c44cc3f96f9dad9d3052640d10d244f5abfbc0cc3c506adf6cd6.jpg.jpg,144,٣ حمّامات,٣ غرف نوم,31.9016521,35.8517493,عمان مرج الحمام,"مرج الحمام, عمان, 11821, Jordan / الأُرْدُن","{'place_id': 50903492, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4064715581, 'boundingbox': ['31.7416521', '32.0616521', '35.6917493', '36.0117493'], 'lat': '31.9016521', 'lon': '35.8517493', 'display_name': 'مرج الحمام, عمان, 11821, Jordan / الأُرْدُن', 'class': 'place', 'type': 'city', 'importance': 0.6752906718837797, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png'}"
شقة 130 متر مربع تسوية للبيع بالاقساط في ربوة عبدون,45000,https://opensooq-images.os-cdn.com/previews/220x0/a60c/75af/a60c75af19bda9084b4bf8cd305daeee57c8e380e495904779edfa696be6017f.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة 70م مقسومة استوديوهين مفروشة للبيع في الشميساني,58000,https://opensooq-images.os-cdn.com/previews/220x0/c735/0559/c7350559ce3b5770aafb638988ea08b57661990d0f88c308d456c0bd15c65afd.jpg.jpg,70,حمّام,ستوديو,31.9744895,35.8971056,عمان شميساني,"شميساني, شارع الشريف عبد الحميد شرف, الشميساني, عمان, 11180, Jordan / الأُرْدُن","{'place_id': 62177249, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5234546421, 'boundingbox': ['31.9744395', '31.9745395', '35.8970556', '35.8971556'], 'lat': '31.9744895', 'lon': '35.8971056', 'display_name': 'شميساني, شارع الشريف عبد الحميد شرف, الشميساني, عمان, 11180, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'bus_stop', 'importance': 0.22100000000000003, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/transport_bus_stop2.p.20.png'}"
شقة دوبلكس مقسومة 4 استوديوهات طابق ارضي للبيع بالاقساط في شارع الجامعة,110000,https://opensooq-images.os-cdn.com/previews/220x0/e4b8/ae29/e4b8ae293ca01a9cf4cc745fdb130563d4c4b56bad20fd316e4f75137165730d.png.jpg,135,حمّام,ستوديو,23.5836925,58.1456438,عمان شارع الجامعة,"شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman","{'place_id': 130136519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 181769760, 'boundingbox': ['23.5833474', '23.5837812', '58.1454824', '58.1463241'], 'lat': '23.5836925', 'lon': '58.1456438', 'display_name': 'شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman', 'class': 'highway', 'type': 'primary', 'importance': 0.3}"
شقة 80 متر مقسومة استوديوهين مفروشة بعائد سنوي 8400 للبيع في شارع الجامعة,72000,https://opensooq-images.os-cdn.com/previews/220x0/972f/fd08/972ffd08ce2d7d6e3b0369c7d5bb36830e6f19085f905f61a6e646005f9f5e15.jpg.jpg,80,حمّام,ستوديو,23.5836925,58.1456438,عمان شارع الجامعة,"شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman","{'place_id': 130136519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 181769760, 'boundingbox': ['23.5833474', '23.5837812', '58.1454824', '58.1463241'], 'lat': '23.5836925', 'lon': '58.1456438', 'display_name': 'شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman', 'class': 'highway', 'type': 'primary', 'importance': 0.3}"
شقة 80 متر مقسومة استوديوهين للبيع في شارع الجامعة,73000,https://opensooq-images.os-cdn.com/previews/220x0/60d7/5ff6/60d75ff6eb6132969b2a7290910cd46e08c084bcd2e0725de759f9cd997adcd2.jpg.jpg,80,حمّام,ستوديو,23.5836925,58.1456438,عمان شارع الجامعة,"شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman","{'place_id': 130136519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 181769760, 'boundingbox': ['23.5833474', '23.5837812', '58.1454824', '58.1463241'], 'lat': '23.5836925', 'lon': '58.1456438', 'display_name': 'شارع الجامعة, السيب, محافظة مسقط, 124, سلطنة عُمان Oman', 'class': 'highway', 'type': 'primary', 'importance': 0.3}"
شقة مطلة في أم السماق للبيع بداعي الهجرة 250م2,137000,https://opensooq-images.os-cdn.com/previews/220x0/e94d/1b62/e94d1b621b3e465586323468b3daa13ee3e28ac588cc12d91c148ddbbf6a7631.jpg.jpg,251,٣ حمّامات,٣ غرف نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
تسوية 220م جديدة ومعفية من رسوم التسجيل مع ترس ومدخل خاص تشطيب فاخر في الجبيهة,70000,https://opensooq-images.os-cdn.com/previews/220x0/11f7/9a48/11f79a487007878079252fa37b29663926bfb12b57c46419adc0f35f33bd867c.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
125م شبه ارضية مع ترس مشمسة طول اليوم في حي المنصور الراقي,64500,https://opensooq-images.os-cdn.com/previews/220x0/3f0a/f5d5/3f0af5d5127be2e4b69edabb8eb9fe2a76bb5745058ee1e81f745bc76bac8076.jpg.jpg,125,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
130م مع حديقة واسعة ومدخل خاص بتصميم مميز وتشطيب سوبر ديلوكس في الجبيهة,65000,https://opensooq-images.os-cdn.com/previews/220x0/0d0a/d9ed/0d0ad9edc5500a777a0679cc15393a5f9e67be2ef1ee7c09a8d54c06523723a3.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
130م شبه ارضي مع ترس ومدخل منفصل سوبر ديلوكس في الجبيهة,67000,https://opensooq-images.os-cdn.com/previews/220x0/0605/731a/0605731a252dbce1b8925d671eff220c78bb92bbd68676241890c08b51f6f99a.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
125م مع ترس ومدخل منفصل شبه ارضية سوبر ديلوكس في حي المنصور الراقي,64000,https://opensooq-images.os-cdn.com/previews/220x0/a63e/0460/a63e04605e54dd5acf6b325f71d030cdfd670f3c906e55b78e470972d73b127d.jpg.jpg,125,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
140م ارضيه طابقية بتشطيب سوبر ديلوكس في الجبيهة حي ام زويتينة,76000,https://opensooq-images.os-cdn.com/previews/220x0/cdff/d317/cdffd317f318d1ececee6112100e80771757913921de10ec1828924baf6af43a.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
150م بالطابق شقة واحدة فقط والعمارة 6 شقق فقط في الجبيهة حي ام زويتينة,78000,https://opensooq-images.os-cdn.com/previews/220x0/6492/1cae/64921caeb645e264c292aafe2f5777cb4ae0404569bdf27cef70acacaf441a5b.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة مميزه للبيع مع روف 80م في ضاحيه الرشيد بسعر مغري قابل لتفاوض,74000,https://opensooq-images.os-cdn.com/previews/220x0/2fb2/645f/2fb2645f51d55027a5feebb1fc43e98504f5d90ec277b6555ae0862a616b2a67.jpg.jpg,161,٣ حمّامات,٣ غرف نوم,32.0741816,35.9997859,عمان ضاحية الرشيد,"تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن","{'place_id': 176398583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 396106166, 'boundingbox': ['32.0741281', '32.0806911', '35.987421', '36.0133325'], 'lat': '32.0741816', 'lon': '35.9997859', 'display_name': 'تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'tertiary', 'importance': 0.19999999999999998}"
شقة جديده للبيع لم تسكن بعد في ام السماق شارع عبدالله غوشه,100000,https://opensooq-images.os-cdn.com/previews/220x0/8522/2a0b/85222a0beceb05536d9a0bf46ea5eb214f29686c5c62da2e85f20c0918bb7b67.jpg.jpg,120,حمّامين,٣ غرف نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
شقة فخمه للبيع في الكرسي قريبة من دوار المخابرات اخر شارع مكة بسعر مغري,75000,https://opensooq-images.os-cdn.com/previews/220x0/fc15/8965/fc1589651a4df642c792e74bc8f2558c8744dc48704f17524449a61ac223b222.jpg.jpg,125,حمّامين,٣ غرف نوم,31.9658376,35.8270732,عمان الكرسي,"حي الكرسي, مرج الحمام, عمان, 11814, Jordan / الأُرْدُن","{'place_id': 49972557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4011090996, 'boundingbox': ['31.9657876', '31.9658876', '35.8270232', '35.8271232'], 'lat': '31.9658376', 'lon': '35.8270732', 'display_name': 'حي الكرسي, مرج الحمام, عمان, 11814, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.41}"
شقة 85 متر مقسومة استوديوهين للبيع في الجاردنز,60000,https://opensooq-images.os-cdn.com/previews/220x0/e3f5/a427/e3f5a4276cf8ff26cd45f94904f8766b52db5df62214ca9689d538e5de2c92de.jpg.jpg,85,حمّامين,٢ غرفتا نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة جديده للبيع لم تسكن بعد في ام السماق شارع عبدالله غوشه,75000,https://opensooq-images.os-cdn.com/previews/220x0/8522/2a0b/85222a0beceb05536d9a0bf46ea5eb214f29686c5c62da2e85f20c0918bb7b67.jpg.jpg,90,حمّامين,٢ غرفتا نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة مع روف في القويسمة للبيع حي النهارية مقابل المركز الصحي,49000,https://opensooq-images.os-cdn.com/previews/220x0/729c/23b1/729c23b1e30b00c21817c202b8826e1363d9c5376cba6dc74508a1844223448e.jpg.jpg,120,حمّامين,٣ غرف نوم,31.916667,35.95,عمان القويسمة,"القويسمة, عمان, 8147, Jordan / الأُرْدُن","{'place_id': 7099214, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906612, 'boundingbox': ['31.916617', '31.916717', '35.94995', '35.95005'], 'lat': '31.916667', 'lon': '35.95', 'display_name': 'القويسمة, عمان, 8147, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه فارغه للبيع  جديده لم تسكن سوبر الجاردنز,77000,https://opensooq-images.os-cdn.com/previews/220x0/2140/3a69/21403a697831a27d42f3176cb144b4bff7aee269c132d40efe06d09e17780dfc.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه بموقع مميز جدا,130,https://opensooq-images.os-cdn.com/previews/220x0/5d8c/c4ba/5d8cc4ba2410f4d750a3f02f41f84ac000e015aa7fbbbc2e6017d058ea309326.jpg.jpg,191,٤ حمّامات,٣ غرف نوم,31.9559723,35.89621109309677,عمان الدوار الرابع,"الدوار الرابع, عبدون, عمان, Jordan / الأُرْدُن","{'place_id': 97555937, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 39607558, 'boundingbox': ['31.9557074', '31.9562546', '35.8958908', '35.8965307'], 'lat': '31.9559723', 'lon': '35.89621109309677', 'display_name': 'الدوار الرابع, عبدون, عمان, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'secondary', 'importance': 0.41000000000000003}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة 100 م مفروشة للبيع قرب كوزمو السابع قريبة من الخدمات,65000,https://opensooq-images.os-cdn.com/previews/220x0/658a/b1b0/658ab1b0ffd6f421b0b07b5145c327412a2fbeb17dd0ea171df953a7d1e8f0c3.jpg.jpg,100,حمّامين,٢ غرفتا نوم,31.95939875,35.857552167957806,عمان الدوار السابع,"الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن","{'place_id': 180552600, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 404199205, 'boundingbox': ['31.9586627', '31.9600018', '35.8566596', '35.8584568'], 'lat': '31.95939875', 'lon': '35.857552167957806', 'display_name': 'الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن', 'class': 'junction', 'type': 'yes', 'importance': 0.31100000000000005}"
