name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address 
شقة مميزة طابقية فاخرة جدا في منطقة الصويفية للبيع,220000,https://opensooq-images.os-cdn.com/previews/220x0/205e/1f0d/205e1f0dd2a007e2de8128960a7ed56998fa92b238b9aa1dc2a1bc599dfd5bd3.jpg.jpg,285,+٥ حمّامات,٤ غرف نوم,31.958369,35.8638771,عمان الصويفية,"الصويفية, عمان, 11885, Jordan / الأُرْدُن","{'place_id': 10600136, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 996191784, 'boundingbox': ['31.958319', '31.958419', '35.8638271', '35.8639271'], 'lat': '31.958369', 'lon': '35.8638771', 'display_name': 'الصويفية, عمان, 11885, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة للبيع ام السماق,130000,https://opensooq-images.os-cdn.com/previews/220x0/936a/aa9b/936aaa9b127cee3e2e20df8b1cade2de82eb3f006731a4308044efead08152fc.jpg.jpg,230,٣ حمّامات,٤ غرف نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
شقة للبيع شفا بدران,85000,https://opensooq-images.os-cdn.com/previews/220x0/5d19/d863/5d19d8639d1813967516b1bfb1d43986186977a4aa677d1ffd4fcd327addd62b.jpg.jpg,185,٣ حمّامات,٣ غرف نوم,32.0471187,35.9093754,عمان شفا بدران,"شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 98470049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 40223331, 'boundingbox': ['32.0405754', '32.053643', '35.9081818', '35.9112'], 'lat': '32.0471187', 'lon': '35.9093754', 'display_name': 'شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'secondary', 'importance': 0.41000000000000003}"
شقة 164م للبيع ضاحية الرشيد,120000,https://opensooq-images.os-cdn.com/previews/220x0/0148/4153/01484153bab655f94cddd01a5dd783718d7eff1f14b768b273955601285a7b5e.jpg.jpg,164,٣ حمّامات,٣ غرف نوم,32.0741816,35.9997859,عمان ضاحية الرشيد,"تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن","{'place_id': 176398583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 396106166, 'boundingbox': ['32.0741281', '32.0806911', '35.987421', '36.0133325'], 'lat': '32.0741816', 'lon': '35.9997859', 'display_name': 'تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'tertiary', 'importance': 0.19999999999999998}"
شقة ارضية 165م للبيع قرب سيفوي السابع,118000,https://opensooq-images.os-cdn.com/previews/220x0/ae00/2186/ae002186854bde4af88de4ddeef5cc1d3978e7b1a63671e3ed8095a3a1661003.jpg.jpg,165,٣ حمّامات,٣ غرف نوم,31.95939875,35.857552167957806,عمان الدوار السابع,"الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن","{'place_id': 180552600, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 404199205, 'boundingbox': ['31.9586627', '31.9600018', '35.8566596', '35.8584568'], 'lat': '31.95939875', 'lon': '35.857552167957806', 'display_name': 'الدوار السابع, شارع زهران, الصويفية, عمان, 11610, Jordan / الأُرْدُن', 'class': 'junction', 'type': 'yes', 'importance': 0.31100000000000005}"
شقه مع حديقه للبيع في ارقى مناطق عبدون ( إستثماريه ),100000,https://opensooq-images.os-cdn.com/previews/220x0/c041/7bb9/c0417bb9bf59c4b3be8390ccd8174a03191975afd9024896a00fa0411999bf72.jpg.jpg,100,حمّامين,٢ غرفتا نوم,31.9516932,35.8853286,عمان عبدون,"عبدون, عمان, 2213, Jordan / الأُرْدُن","{'place_id': 7076087, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798904979, 'boundingbox': ['31.9516432', '31.9517432', '35.8852786', '35.8853786'], 'lat': '31.9516932', 'lon': '35.8853286', 'display_name': 'عبدون, عمان, 2213, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة للبيع شفا بدران,36000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,88,حمّام,٢ غرفتا نوم,32.0471187,35.9093754,عمان شفا بدران,"شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 98470049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 40223331, 'boundingbox': ['32.0405754', '32.053643', '35.9081818', '35.9112'], 'lat': '32.0471187', 'lon': '35.9093754', 'display_name': 'شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'secondary', 'importance': 0.41000000000000003}"
شقه مميزه للبيع في عبدون  مساحة 180 متر,190000,https://opensooq-images.os-cdn.com/previews/220x0/673d/681a/673d681accb61d0ecab9e3bf366287ed7e197e16986d16fae206358d13648d29.jpg.jpg,180,٣ حمّامات,٣ غرف نوم,31.9516932,35.8853286,عمان عبدون,"عبدون, عمان, 2213, Jordan / الأُرْدُن","{'place_id': 7076087, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798904979, 'boundingbox': ['31.9516432', '31.9517432', '35.8852786', '35.8853786'], 'lat': '31.9516932', 'lon': '35.8853286', 'display_name': 'عبدون, عمان, 2213, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقه ارضيه للبيع مفروشه في عبدون مع ترس و كراج خاص,155000,https://opensooq-images.os-cdn.com/previews/220x0/ac73/55ff/ac7355ffcdd902087947f89e389ca26d863f62ad4c225cdcaa1eae7b9c046ee1.jpg.jpg,150,٣ حمّامات,٢ غرفتا نوم,31.9516932,35.8853286,عمان عبدون,"عبدون, عمان, 2213, Jordan / الأُرْدُن","{'place_id': 7076087, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798904979, 'boundingbox': ['31.9516432', '31.9517432', '35.8852786', '35.8853786'], 'lat': '31.9516932', 'lon': '35.8853286', 'display_name': 'عبدون, عمان, 2213, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة للبيع تلاع العلي,180000,https://opensooq-images.os-cdn.com/previews/220x0/37f6/32be/37f632be0d3cba0008e1ea145c5925737d1af248a9cf2cd4fc1d38d4324b5d0f.jpg.jpg,185,٣ حمّامات,٣ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقة للبيع تلاع العلي,185000,https://opensooq-images.os-cdn.com/previews/220x0/5f2e/4c5b/5f2e4c5b2d7cf65d0234501b612b1025062af8d509275e82c6b76446b80469ce.jpg.jpg,185,٣ حمّامات,٣ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
شقق للبيع سوبر ديلوكس في اتلاع العلاي,93000,https://opensooq-images.os-cdn.com/previews/220x0/5632/a3b8/5632a3b8dd8347a8ef046cf8627083539c64194777ffcdd4be0e15589921f31f.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,32.0088886,35.8651445,عمان تلاع العلي,"تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن","{'place_id': 52947557, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4268898426, 'boundingbox': ['32.0088386', '32.0089386', '35.8650945', '35.8651945'], 'lat': '32.0088886', 'lon': '35.8651445', 'display_name': 'تلاع العلي, الكمالية, عمان, 23324, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.51}"
الجبيهه مقابل التعليم العالي بجانب مسجد جبران,105000,https://opensooq-images.os-cdn.com/previews/220x0/ae77/cc26/ae77cc26c655026ff94ff7ee5bfa2be98486c850f0a25608eef2bf66406393f9.jpg.jpg,170,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
عبدون شقة مساحة 203م مفروشة فرش فاخر للبيع,155000,https://opensooq-images.os-cdn.com/previews/220x0/2e27/9d8f/2e279d8ff44c9af2ce5a4896873f5e2f1ce9d93f21345f056238229cef56560e.jpg.jpg,203,٣ حمّامات,٣ غرف نوم,31.9516932,35.8853286,عمان عبدون,"عبدون, عمان, 2213, Jordan / الأُرْدُن","{'place_id': 7076087, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798904979, 'boundingbox': ['31.9516432', '31.9517432', '35.8852786', '35.8853786'], 'lat': '31.9516932', 'lon': '35.8853286', 'display_name': 'عبدون, عمان, 2213, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة 150م بالطابق شقة واحدة والعمارة 6 شقق فقط تشطيب سوبر ديلوكس في الجبيهة حي ام زويتينة,78000,https://opensooq-images.os-cdn.com/previews/220x0/24ef/38c1/24ef38c1e966c51eb148bd5a9f3942539c07e96d04cefd7d46d483cd6e77d588.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شبه ارضية 125م مع ترس ومدخل منفصل مشمسة طول اليوم في حي المنصور الراقي,64500,https://opensooq-images.os-cdn.com/previews/220x0/8c53/3832/8c533832f67007c3f66db7bb14b654c76e81b44899daef956a6557db3207a49e.jpg.jpg,125,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة 160م تشطيب فلل بتصميم مميز في بالجبيهة طلوع الجاذبية بجانب ضاحية الرشيد,82500,https://opensooq-images.os-cdn.com/previews/220x0/d826/f810/d826f810470b3eb4f3302c3666b7e15c0959b2844645fab218fb4a2091936303.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
آخر شقتين 140م بالطابق شقة واحدة والعمارة 5 شقق فقط تشطيب سوبر ديلوكس في الجبيهة حكي ام زويتينة,73000,https://opensooq-images.os-cdn.com/previews/220x0/1f8d/fb49/1f8dfb494f29706bc4aee2348f88d654881a339c727ec34e3cf3edf0f3a67f2d.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شبه ارضية 130 مع حديقة كبيرة ومدخل خاص في الجبيهة شارع الاردن,66000,https://opensooq-images.os-cdn.com/previews/220x0/7ee8/700a/7ee8700a5996fc135deabed1afec5d61908cac91035133fdd01bc9291358d94f.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
آخرشقة 130م بتصميم مميز وتشطيب سوبر ديلوكس واطلالة رائعة ودائمة في الجبيهة شارع الاردن,66500,https://opensooq-images.os-cdn.com/previews/220x0/ae46/f7a4/ae46f7a4316aaa0cde973804901f8618f9ca05c5230e648804c25796d2b3ee3a.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
تسوية مرتفعة 160م مع ترس ومدخل خاص تشطيب فاخر في الجبيهة طلوع الجاذبية,70000,https://opensooq-images.os-cdn.com/previews/220x0/2501/a348/2501a348bf8029c397ca9ef5a4eff2a483fff541d8afa4efcf8ad275cbcbb81e.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شبه ارضية مستقلة 130م مع ترس تشطيب سوبر ديولكس في الجبيهة طلوع الجاذبية,67000,https://opensooq-images.os-cdn.com/previews/220x0/82cc/bc5e/82ccbc5e30b581fac2c769e6188d721782ff7d4434b8a60f0edc3e9e2c71b8dd.jpg.jpg,130,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة 150م سوبر ديلوكس بالطابق شقة واحدة والعمارة 6 شقق في الجبيهة حي ام زيويتنة,78000,https://opensooq-images.os-cdn.com/previews/220x0/d75f/bc73/d75fbc73a09b382d8ccf492a2a7b27eceed095a22d6cbd1f07df4fdcbda6b999.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
اخر شقتين 135م بتصميم مميز وتشطيب سوبر ديلوكس واطلالة رائعة ودائمة في الجبيهة شارع الاردن,69500,https://opensooq-images.os-cdn.com/previews/220x0/c1e2/7264/c1e27264a4f077307ee9e6780f738058c349fe5277e1c283f8ae2c4e61a9579c.jpg.jpg,135,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شبه ارضية مع حديقة كبيرة وكراج خاص ومدخل مستقل 120م في حي المنصور الراقي,67000,https://opensooq-images.os-cdn.com/previews/220x0/450b/563c/450b563c800d819742c45aec34e0d2d643086599f4b337c2aa78283f4b0d2eb3.jpg.jpg,120,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
بالطابق شقة واحدة فقط شقة 140م والعمارة 5 شقق فقط سوبر ديوكس في الجبيهة حي ام زويتنة,73500,https://opensooq-images.os-cdn.com/previews/220x0/174a/e3cb/174ae3cb7c5964780f1daeea8c1caae3515dfdc2d18b3dc06cf3446dd091e809.jpg.jpg,140,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
ستوديو للبيع في صويلح شارع الرئيسي,29000,https://opensooq-images.os-cdn.com/previews/220x0/5d90/20b1/5d9020b1819b145f070ad80e3cb88577a93a60c7b84cc0c73cf3414b2ef741f9.jpg.jpg,43,حمّام,ستوديو,32.025,35.838056,عمان صويلح,"صويلح, الكمالية, الحمر, Sweileh, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7151556, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 799014302, 'boundingbox': ['32.02495', '32.02505', '35.838006', '35.838106'], 'lat': '32.025', 'lon': '35.838056', 'display_name': 'صويلح, الكمالية, الحمر, Sweileh, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة للبيع في المدينه الرياضيه طابق ارضي مع تراس 80 متر,81000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,151,٣ حمّامات,٣ غرف نوم,31.9857183,35.9037253,عمان المدينة الرياضية,"Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 18561272, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1824743367, 'boundingbox': ['31.9856683', '31.9857683', '35.9036753', '35.9037753'], 'lat': '31.9857183', 'lon': '35.9037253', 'display_name': 'Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن', 'class': 'leisure', 'type': 'sports_centre', 'importance': 0.11100000000000002, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/sport_leisure_centre.p.20.png'}"
شقة في المدينه الرياضيه للبيع 98 متر  مجدده,45000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,100,حمّامين,٢ غرفتا نوم,31.9857183,35.9037253,عمان المدينة الرياضية,"Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 18561272, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1824743367, 'boundingbox': ['31.9856683', '31.9857683', '35.9036753', '35.9037753'], 'lat': '31.9857183', 'lon': '35.9037253', 'display_name': 'Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن', 'class': 'leisure', 'type': 'sports_centre', 'importance': 0.11100000000000002, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/sport_leisure_centre.p.20.png'}"
شقه للبيع في المدينه الرياضيه,81000,https://opensooq-images.os-cdn.com/previews/220x0/c18f/ef52/c18fef52c050d397e864584d59ec0a5a8a33d411b94e3dbb4ed66542beedf254.png.jpg,150,٣ حمّامات,٣ غرف نوم,31.9857183,35.9037253,عمان المدينة الرياضية,"Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 18561272, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1824743367, 'boundingbox': ['31.9856683', '31.9857683', '35.9036753', '35.9037753'], 'lat': '31.9857183', 'lon': '35.9037253', 'display_name': 'Sport City, شارع الشهيد, عرجان الشرقية, طارق, عمان, 11192, Jordan / الأُرْدُن', 'class': 'leisure', 'type': 'sports_centre', 'importance': 0.11100000000000002, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/sport_leisure_centre.p.20.png'}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة للبيع في ضاحية الرشيد طابق ارضي مساحة 150 م,72000,https://opensooq-images.os-cdn.com/previews/220x0/5178/a561/5178a56106c7833e6546f697cc738dada0c73ab6676173a42965a23e9ec3fb7a.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.0741816,35.9997859,عمان ضاحية الرشيد,"تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن","{'place_id': 176398583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 396106166, 'boundingbox': ['32.0741281', '32.0806911', '35.987421', '36.0133325'], 'lat': '32.0741816', 'lon': '35.9997859', 'display_name': 'تحويلة بيرين - عمان, الزرقاء, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'tertiary', 'importance': 0.19999999999999998}"
شقة للبيع مساحة 150م البنيات الجنوبي (بجانب جامعة البتراء),85000,https://opensooq-images.os-cdn.com/previews/220x0/51eb/c148/51ebc148ec63a28b67a678eb3a01d5bc5a59a604f61c5038c263abf9a126ee0f.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,31.883333,35.883333,عمان البنيات,"البنيات الجنوبية, عمان, 11732, Jordan / الأُرْدُن","{'place_id': 7089672, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906606, 'boundingbox': ['31.863333', '31.903333', '35.863333', '35.903333'], 'lat': '31.883333', 'lon': '35.883333', 'display_name': 'البنيات الجنوبية, عمان, 11732, Jordan / الأُرْدُن', 'class': 'place', 'type': 'village', 'importance': 0.48500000000000004, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png'}"
شقة مفروشة مع روف للبيع في ارقى  مناطق ابو نصير مطلة على شارع الاردن,165000,https://opensooq-images.os-cdn.com/previews/220x0/bb03/53f0/bb0353f0e0091b4fd60b3307b37e74f8d36b65ac6ff6215aef5a9128d6eb3413.jpg.jpg,240,٤ حمّامات,٤ غرف نوم,32.0519988,35.8805481,عمان ابو نصير,"أبو نصير, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52708818, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496190, 'boundingbox': ['32.0519488', '32.0520488', '35.8804981', '35.8805981'], 'lat': '32.0519988', 'lon': '35.8805481', 'display_name': 'أبو نصير, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.41}"
