name,price,img,km,year,type
جمس أنفوي 2007 للبيع أو للبدل,8500,https://opensooq-images.os-cdn.com/previews/220x0/cafe/c420/cafec4201f1e371b89f08d0aa8db1da4805e469a4396af24f1b781f995080092.jpg.jpg,"١ - ٩,٩٩٩",2007,جي إم سي
كيا اسبكترا 2000,3800,https://opensooq-images.os-cdn.com/previews/220x0/9444/1305/944413054cac378d8a645f558a91731d15832630aedca5c04ecad456516ca0ba.jpg.jpg,"١ - ٩,٩٩٩",2000,كيا
بكم بك اب تويوتا هايلوكس اوروبي,31900,https://opensooq-images.os-cdn.com/previews/220x0/a92f/5eac/a92f5eac5592d4882ac72fa3ad69bbc36b65ac704c58000ef5068a7151aea425.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2018,تويوتا
name,price,img,km,year,type
أودي Q7 موديل 2007، فحص كامل بحالة الوكاله,14500,https://opensooq-images.os-cdn.com/previews/220x0/0e7e/043f/0e7e043f55ae21ddf34cff7fba18997da9e94b079655a4d58b4dfcc6e26f66af.jpg.jpg,"١ - ٩,٩٩٩",2007,أودي
فورد فيوجن 2017 تيتانيوم,11000,https://opensooq-images.os-cdn.com/previews/220x0/73ed/062c/73ed062c3120a9f59b088a6bb43b62156be243b7c2a03a054bae7efb3d594462.jpg.jpg,"١ - ٩,٩٩٩",2017,فورد
للبيع كيا 2004,6500,https://opensooq-images.os-cdn.com/previews/220x0/592d/586d/592d586df68643014fc95a3216e58f59c7da28bb606c1794d5bd6b5fc154a629.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2004,كيا
جيب شيروكي شروكي مربع,5500,https://opensooq-images.os-cdn.com/previews/220x0/e5f5/fb96/e5f5fb964d4f4f521c89848c3b08bf49e476d1912ae43e7d5bbcdf54cf902b49.jpg.jpg,٠,1994,جيب
كيا سيفيا ون 1993,2600,https://opensooq-images.os-cdn.com/previews/220x0/892e/331f/892e331fb0a8a0b21c96943c9a745d813541d4c543094b73f3fe7cdd8fdb0a3f.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",1993,كيا
كيا برايد موديل 1992,1700,https://opensooq-images.os-cdn.com/previews/220x0/0d50/3ded/0d503ded625b6d07bc49f7d6bcd62809c86e688bf3b054b7eec3402c57add91c.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",1992,كيا
اوبل فكترا 1995 للبيع او البدل ع بكم نيسان,2900,https://opensooq-images.os-cdn.com/previews/220x0/a177/d6e8/a177d6e80ae7bbc4359434b399b57ddf5080da45e539da431d5a7562104710d0.jpg.jpg,"١ - ٩,٩٩٩",1995,أوبل
شيفروليه كمارو V6,19000,https://opensooq-images.os-cdn.com/previews/220x0/4863/7853/48637853f826cbab4795fdc5badc291b859ed3d0aa21a523de19200e7a1077da.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2010,شيفروليه
مازدا 93 فل ما عدا القير بسعر ممتاز,2200,https://opensooq-images.os-cdn.com/previews/220x0/67f9/df71/67f9df713719fd60f5331926bcb7508d1d6dab8f2fb173c3829092bc259c9bac.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1993,مازدا
ديانا ميتسوبيشي كانتر88,2250,https://opensooq-images.os-cdn.com/previews/220x0/b9a4/0bd2/b9a40bd2ddc290a5aedfc18b5774b0fb158ceec5b5b8ad2a0a0c212cd7156b5f.jpg.jpg,"١ - ٩,٩٩٩",1988,ميتسوبيشي
ميتسوبيشي جالنت 2004,5900,https://opensooq-images.os-cdn.com/previews/220x0/6398/3546/63983546c8127b14a56407eb8009b63474af2c8263671ec61daeb6ab7e265360.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2004,ميتسوبيشي
بيجو 206 2001,3400,https://opensooq-images.os-cdn.com/previews/220x0/8bf7/d9dc/8bf7d9dc46fcad50fc48d70ba1bd7da3204643721a23ae676215413d7f54bc7e.jpg.jpg,"١ - ٩,٩٩٩",2001,بيجو
لكزس 2006  ار اكس,11000,https://opensooq-images.os-cdn.com/previews/220x0/9cb0/a2e4/9cb0a2e4b346c9b82dfce0339e36b80cd20029c5f0a90918587ca4dec6ec6671.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2006,لكزس
Smart Fortwo,7000,https://opensooq-images.os-cdn.com/previews/220x0/6b7d/f5aa/6b7df5aa20dd2187e11519b63f6f88abfdba8324629f7c156117bd1cef78ad80.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2014,مرسيدس بنز
TOYOTA RAV4 2020 XLE تشكيلة سيارات راف فور دفع رباعي,31500,https://opensooq-images.os-cdn.com/previews/220x0/2c64/4957/2c644957a3b2d220fdf08547c0666191254c483926b1631a696f4369d9574a95.jpg.jpg,٠,2020,تويوتا
Tesla Model S85 2014,32000,https://opensooq-images.os-cdn.com/previews/220x0/f85f/065b/f85f065ba8b007a6a4dcc46f37bdb5d3665039743111a6a5d535ca14d5695c8c.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,تيسلا
Ford Fusion 2019 SE,19000,https://opensooq-images.os-cdn.com/previews/220x0/c006/f360/c006f360571b0758497de85b01fecc76a003bd66b2c0c18d8398265651bbabc5.jpg.jpg,"١ - ٩,٩٩٩",2019,فورد
TOYOTA CAMRY 2020 GLE,28500,https://opensooq-images.os-cdn.com/previews/220x0/132a/0727/132a072799ccca17f9cf3642f534e0280a7b8be361f90d7fd14fd0ec226285fe.jpg.jpg,٠,2020,تويوتا
هونداي افانتي إكس دي 2002 اوتوماتيك تب نظافه,5800,https://opensooq-images.os-cdn.com/previews/220x0/57ae/7cfb/57ae7cfbafe1b386c1f7b834c71d2b6facbfd2e2b157622c31bfa3c751cfc115.jpg.jpg,٠,2002,هيونداي
بورش كريرا S فل الفل للبيع المستعجل,33500,https://opensooq-images.os-cdn.com/previews/220x0/5321/d0f9/5321d0f928b55a867c5b353e804d5ce1041e73a2299606916fb132a73eb8f2ec.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2007,بورش
سيارة أوديa6  للبيع,3000,https://opensooq-images.os-cdn.com/previews/220x0/a92e/dc79/a92edc7974a24cdc0ad1918d3d693e3d4681d2a4c2a3c8bdae4576b26dabddd4.jpg.jpg,"٢٠٠,٠٠٠+",1998,أودي
تكسي هيونداي اوتوماتيك 2016,48000,https://opensooq-images.os-cdn.com/previews/220x0/e469/c300/e469c300285d2ffb642d41615c13c240a99c2307feb69aa164b0882a4c12d112.jpg.jpg,٠,2016,هيونداي
name,price,img,km,year,type
دايو لمنز 1995,1800,https://opensooq-images.os-cdn.com/previews/220x0/de6a/f22b/de6af22bdd83d62e8113c768fa532f5063f87e9de1763a762448648a14c8424c.jpg.jpg,٠,1995,دايو
فورد فيوجن تيتانيوم انيرجي 2016,20000,https://opensooq-images.os-cdn.com/previews/220x0/85a5/eb2f/85a5eb2ff38af6813c1701cdc81962024a3a4233d2283b0014b28c92d13ae672.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2016,فورد
شيفرولية تريل بليزر 2005,8300,https://opensooq-images.os-cdn.com/previews/220x0/db42/c8f1/db42c8f1611c6dea2171bc747493a5c90177805ffebe15d6437ff0c660637cdc.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2005,شيفروليه
هونداي افانتي AD 2017 جديده,14400,https://opensooq-images.os-cdn.com/previews/220x0/713b/cb86/713bcb86895376c41d2599d887de9a6006f5b0f227cf3e25b89d8da0201af4cd.png.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2017,هيونداي
بكب فورد F150 موديل 2015    بحاله ممتازة,17500,https://opensooq-images.os-cdn.com/previews/220x0/4329/48e6/432948e681c0d2b4bcb12ae0fbc0da2e1226f0b65ed10c928c4b8a916634ea2f.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2015,فورد
هونداي ايونك 2017 فل الفل قاطعه مسافه 18000 الف,16500,https://opensooq-images.os-cdn.com/previews/220x0/b99a/f621/b99af621662e31816b85a0826e0eeae6b87b117bc146035bb707eef906f00628.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2017,هيونداي
2016 ماليبو شيفروليه هايبرد,16500,https://opensooq-images.os-cdn.com/previews/220x0/9f49/3101/9f49310187cbaee120d63d2af388cbac1e213edbd1abc94e511c0574b6869303.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2016,شيفروليه
مرسيدس فيتو 2014 اتوماتيك مشترك,15500,https://opensooq-images.os-cdn.com/previews/220x0/e203/a384/e203a38438e3def205c73ac931107115416ee8110bf67ea5a875c769e7a0254a.jpg.jpg,"٢٠٠,٠٠٠+",2014,مرسيدس بنز
جيب جراند شيروكي 1999 ماتور 4000 فل الفل,6600,https://opensooq-images.os-cdn.com/previews/220x0/79fd/2254/79fd225423115de9f400febbc3f7f0940eb28096b539214d7126fa78e01d2c46.jpg.jpg,٠,1999,جيب
بيجو 307 صيانة كاملة,5000,https://opensooq-images.os-cdn.com/previews/220x0/be5f/1900/be5f190092272d27dcee38411e69edade84738d353977777cf259b58551b2e90.jpg.jpg,٠,2005,بيجو
بكم l200 للبيع او البدل او البدل على غنم,3700,https://opensooq-images.os-cdn.com/previews/220x0/1980/d060/1980d060e3fe3216d2f9ed38bafc7ff85799e2ff459a5d3c7f538a5015a51350.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",1993,ميتسوبيشي
هونداي  XD النترا بسعر محروق او للبدل علا احدث,4400,https://opensooq-images.os-cdn.com/previews/220x0/db17/5a51/db175a51d6dfe19a19fda4d3e17ad70898531959a2ef5ac94d03c65a57b8f88a.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2004,هيونداي
nissan leaf 2015,9800,https://opensooq-images.os-cdn.com/previews/220x0/1aa1/aa00/1aa1aa006d943eb90eafa033d36373fef3ec96c9e8c2999c187bfe7e27439d28.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2015,نيسان
هونداي اكسنت موديل 95 للبيع,3300,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"١٦٠,٠٠٠ - ١٦٩,٩٩٩",1995,هيونداي
فولكسفاغن طوارق 2009,13750,https://opensooq-images.os-cdn.com/previews/220x0/ad94/8660/ad94866001f59100df178d19f31e231130ebc9d57335c63ae4d3cdd04f509fda.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2009,فولكسفاغن
Audi A4 2008 Sline,10500,https://opensooq-images.os-cdn.com/previews/220x0/7c11/7bd2/7c117bd215d8899eec25502351196c066516b8c5368170f10c6f155e18d80deb.jpg.jpg,"١٧٠,٠٠٠ - ١٧٩,٩٩٩",2008,أودي
هيونداي توسان 2012,13700,https://opensooq-images.os-cdn.com/previews/220x0/bd45/c8cc/bd45c8cc3aa6c7dae50775ee00e606f76dee742aafb57cbd66703b0488a25bb1.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2012,هيونداي
هونداي سوناتا 2012 للبدل على كمارو او جنسيس,13000,https://opensooq-images.os-cdn.com/previews/220x0/d050/4ac3/d0504ac35deb35c059895c0a821b64fc3561819bf122cbdda20daa9b5e6ad964.jpg.jpg,٠,2012,هيونداي
جولف 94 للبيع,4500,https://opensooq-images.os-cdn.com/previews/220x0/513d/12e6/513d12e68c02ee51f571af262c99699de111cfe910b460b27da3fe979d2cc34c.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",1994,فولكسفاغن
كيا سبورتاج موديل 2005 فل كرت ابيض للبيع بسبب الضروف القصوه,7550,https://opensooq-images.os-cdn.com/previews/220x0/6901/e120/6901e120515605668f2f23ef90ee325fbcfe6a36e69aa85a673bc5f5b8afda7d.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2005,كيا
مرسيدس 200 لف موديل 1981,2100,https://opensooq-images.os-cdn.com/previews/220x0/85a6/63c8/85a663c8423f7c018d8792508df072e962e6509b00f123e1f9d5ed4aff70f52b.jpg.jpg,"٢٠٠,٠٠٠+",1981,مرسيدس بنز
جيب جراند شيروكي لاصحاب الاقامه السعوديه,9500,https://opensooq-images.os-cdn.com/previews/220x0/2f45/8414/2f458414828d1b527d432af08e58573a11a3bd3edb57e541ecc6cebe5301c017.jpg.jpg,"١ - ٩,٩٩٩",2013,جيب
هوندا سيفكexi 2004,8400,https://opensooq-images.os-cdn.com/previews/220x0/3b54/12cb/3b5412cb4544ff9d39822973263dd53a0a077dcf748f6d1a354f8fc6fa2cf0b4.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",2004,هوندا
name,price,img,km,year,type
باثفايندر 2014 بلاتينيوم للبيع او البدل,18500,https://opensooq-images.os-cdn.com/previews/220x0/4d1d/588b/4d1d588b0516d079022cabc5f4e5e1021266064a7cb6607f910af467f7ffc168.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2014,نيسان
هونداي أتوس 2007,3500,https://opensooq-images.os-cdn.com/previews/220x0/5563/075a/5563075a6c448e5905b3edafc044ac2c149e6403e6723629f053933ef631877d.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2007,هيونداي
ميتسوبيشي موديل 2002,5000,https://opensooq-images.os-cdn.com/previews/220x0/8f81/f068/8f81f06821e6579e655c05d75ea22b1afb629a36b54d985cae8ca85b5783b32e.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2002,ميتسوبيشي
جينا 2013 بحالة الوكالة,13700,https://opensooq-images.os-cdn.com/previews/220x0/bb46/3e2f/bb463e2f962dc2b7148a297305863430ac4e9fd8d1bd4015d0b6633858872244.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2013,فولكسفاغن
كيا سبكترا mr,4700,https://opensooq-images.os-cdn.com/previews/220x0/f6d4/9315/f6d493156aef8ff1bc2d90badbffb06ba63c7cc5e400e31acb2683c1a4b98ec3.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2000,كيا
جولف كهرباء 2016 Volkswagen eGolf,12400,https://opensooq-images.os-cdn.com/previews/220x0/d34a/dcc8/d34adcc8f7bb9ebe98a337eea6f2a04eefceedc5b9b24c94e30209b81c423fc8.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2016,فولكسفاغن
بكب ميتسوبيشي 2014 وارد الوكالة,14000,https://opensooq-images.os-cdn.com/previews/220x0/ee33/bc8f/ee33bc8f93b937b6704d57ba503176496c5bdc099a90e4256a8bd0c2b86d4972.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2014,ميتسوبيشي
هونداي xd موديل 2003,4600,https://opensooq-images.os-cdn.com/previews/220x0/c61f/b77b/c61fb77ba26617207f1c7e3fcd6c41a86d6230ea3fcfc551197406d67a1faf04.jpg.jpg,"١ - ٩,٩٩٩",2003,هيونداي
وطواط كوبيه 1995 بحالة ممتازة,7300,https://opensooq-images.os-cdn.com/previews/220x0/8884/d406/8884d406893348db0b78de34ef53a923859422e15ab90994aa43602558c9ab3b.jpg.jpg,"١٦٠,٠٠٠ - ١٦٩,٩٩٩",1995,بي ام دبليو
تويوتا بريوس 2016 لون فيراني فل مع فتحة جمرك حديث,15600,https://opensooq-images.os-cdn.com/previews/220x0/7dff/6217/7dff6217be586eb98535d5ddd72b6025eda68870525b86d0977adfc828f78f64.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2016,تويوتا
كيا سيفيا 2 موديل 1997,3800,https://opensooq-images.os-cdn.com/previews/220x0/25d0/8b74/25d08b74b58ea87328a5cdbf8b311564e444d6801ae7f9319dafd3a89f29a6fe.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",1997,كيا
انفنتي qx60   فل مسكر فتحه وبانورما وخمس كمرات,19000,https://opensooq-images.os-cdn.com/previews/220x0/edc3/c25c/edc3c25c96651ece4864a00f3bc9a59ae556d667576aeeabefb0b251cead691e.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2014,إنفينيتي
سوناتا 2000,2700,https://opensooq-images.os-cdn.com/previews/220x0/32af/44a6/32af44a67149d00d6b7bfff0f58ab42cf74cdae91fb3eb645fcc793ee15ab6ae.jpg.jpg,"٢٠٠,٠٠٠+",2000,هيونداي
فكترا 92 محدثه 95,3000,https://opensooq-images.os-cdn.com/previews/220x0/af42/fc74/af42fc740fe33bd19e84899d2ca8728dfea477c02a9046c032330094e445b3ae.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",1992,أوبل
ستيروين C3 موديل 2006,5200,https://opensooq-images.os-cdn.com/previews/220x0/aef1/bc04/aef1bc0455eb7db76696fb89b880b5bd4b3726bddb7f4eff718462884d850f0e.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2006,ستيروين
"مرسيدس cls 350 موديل 2013,فحص كامل،لون فيراني",44000,https://opensooq-images.os-cdn.com/previews/220x0/3350/c0dd/3350c0dd54b559016c299fea047ca1b009ea0325fc075c70f1d0bf66a7ad1ac8.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2013,مرسيدس بنز
للبدل على سوناتا فل,14500,https://opensooq-images.os-cdn.com/previews/220x0/2f68/9655/2f689655109d6549ebef53106f0d825dc9c4c038fcf4010bce269e554161f659.jpg.jpg,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",2013,كيا
بيجو 407 موديل 2005,6200,https://opensooq-images.os-cdn.com/previews/220x0/864d/0d1d/864d0d1df48783547071fc5d201257db79a79bda35c2f46991ee462fd6d7ff28.jpg.jpg,"١ - ٩,٩٩٩",2005,بيجو
2017 فورد فيوجن سبورت بكج مع فتحه فحص كامل و كلين تايتل,18200,https://opensooq-images.os-cdn.com/previews/220x0/4e40/49ff/4e4049ff5e4f2139d789f47877f829ccc1afae7cb6bd715f0bfe58485ef644ab.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",2017,فورد
BMW  525 اصلي غير محوله جير تب ترونك,7200,https://opensooq-images.os-cdn.com/previews/220x0/119b/0ca2/119b0ca2692cfd05a1377aaf80701a92feec4a303b5cd55610074382d0bbfc29.jpg.jpg,"١ - ٩,٩٩٩",1997,بي ام دبليو
كيا اوبتما للبيع او البدل,11000,https://opensooq-images.os-cdn.com/previews/220x0/36e6/fa0d/36e6fa0d03bd8370c7e8bc5b1e8ed269db1f8c8ace1b4e38c5616b57b0f0660d.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2013,كيا
name,price,img,km,year,type
كيا ابتيما 2015 فل فل بانوراما   فحص كامل بدون ملاحظات كرت ابيض,14500,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٣٠,٠٠٠ - ٣٩,٩٩٩",2015,كيا
هونداي سنتافي,5800,https://opensooq-images.os-cdn.com/previews/220x0/09b0/a3e9/09b0a3e9241fa38ec0807da3f7d529f0a379a412b158873ac89c3c5c26000ef6.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2001,هيونداي
كيا سيفيه 95,2800,https://opensooq-images.os-cdn.com/previews/220x0/6570/2741/657027412d5562d196db3a896927bbba343f760114f31e85b2bce9cf046aa9c4.jpg.jpg,"١ - ٩,٩٩٩",1995,كيا
دايو ريسر اتوماتيك,1900,https://opensooq-images.os-cdn.com/previews/220x0/7dea/faf5/7deafaf5caeabc45cf622763d9b2abacae2a6c2bcf7663f1fb6fb5e3ea0530d7.jpg.jpg,"١ - ٩,٩٩٩",1996,دايو
بكب مازدا BT -50 للبيع بسعر مغري,20000,https://opensooq-images.os-cdn.com/previews/220x0/575c/ca10/575cca102428cafd481ef961d8ac661ba40f693c29285398cbb71a970ccbe7f0.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2019,مازدا
بنجو 3 موديل 2011 فحص,7800,https://opensooq-images.os-cdn.com/previews/220x0/c13d/95d3/c13d95d3fa343afebe5114a23f0876bc8d7de482ade68944528900f57bc8c483.jpg.jpg,٠,2011,كيا
مرسيدس E250 AMG 2014,34500,https://opensooq-images.os-cdn.com/previews/220x0/d869/e6c3/d869e6c3f8b17615f0476dbf0b7e9974c4034fb4236c1af3ccd13f0e038853c2.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2014,مرسيدس بنز
اكسنت للبيع 1995للبيع,2900,https://opensooq-images.os-cdn.com/previews/220x0/1272/4afb/12724afb34af7af92c3b04d36469fc34e0a89d116a511a3d7fe1f4b82af48624.jpg.jpg,"١ - ٩,٩٩٩",1995,هيونداي
هوندا سيفك 2002 للبيع,4850,https://opensooq-images.os-cdn.com/previews/220x0/46e4/222e/46e4222ee228e8e1a3db651426d52944882c57bd88536fd9f8b58ed20717efd0.jpg.jpg,"٢٠٠,٠٠٠+",2002,هوندا
هيونداي ايونيك 2019 الدفعة الأولى 4500 والباقي اقساط,4500,https://opensooq-images.os-cdn.com/previews/220x0/c3c5/bdb8/c3c5bdb871c5174128d8f8ea8ee91cc552faf1025c454abb2db2d7c351e355f2.jpg.jpg,٠,2019,هيونداي
دايو نوبيرا 2 موديل 2000,2300,https://opensooq-images.os-cdn.com/previews/220x0/d0f5/4828/d0f5482865c0c04685c4922e406722a7a5952309f9b476c9565c385279a397be.png.jpg,"١ - ٩,٩٩٩",2000,دايو
بسعر مغري بحاله ممتازه جدا,1800,https://opensooq-images.os-cdn.com/previews/220x0/799a/b7dc/799ab7dc660ceae72221ec56ad72c01f1d9fa927fb80a186de0d708e3637ea72.jpg.jpg,"٢٠٠,٠٠٠+",1990,ميتسوبيشي
فيات 500e 2015 سبورت بكج,9000,https://opensooq-images.os-cdn.com/previews/220x0/cb9e/faf1/cb9efaf12d5cdc16a26de6236d7b079decc653896f7d533812697c502a75a797.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2015,فيات
فورد فوكس  2014  محرك بنزين وارد الوكالة,9900,https://opensooq-images.os-cdn.com/previews/220x0/ce59/ad32/ce59ad32498cedec76670e05c62dc05275410a9288cbe926c8e41cd79c050241.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2014,فورد
هوندا سيفك اربعه جيد,6000,https://opensooq-images.os-cdn.com/previews/220x0/f279/680b/f279680b12463e93cb7be37486805cf85945c6e029760c2c1aad569101381c02.jpg.jpg,"١ - ٩,٩٩٩",1996,هوندا
Ford Escape 2008,14300,https://opensooq-images.os-cdn.com/previews/220x0/ed5c/66b4/ed5c66b471f8290ffeb085db9d2bf88f26d2ef09f15c4faf924fc4bdb3012655.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2008,فورد
سيارة متسبيشي فوزو شصي طويل للبيع,12500,https://opensooq-images.os-cdn.com/previews/220x0/f71f/bfa6/f71fbfa678f9c2f9527e4d771f78c9e26d10f9e22b0f804214d6addbac99501c.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2016,ميتسوبيشي
دودج رام 2007 هيمي 5700cc,7700,https://opensooq-images.os-cdn.com/previews/220x0/2808/a8d4/2808a8d4d3865250ffd4fcae9529c2a62b266dfec3fe62c1ee26a7c345c55b2b.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2007,دودج
مرسيدس S400 هايبرد فل كامل فحص كامل AMG كيت بودي,28500,https://opensooq-images.os-cdn.com/previews/220x0/49b0/23cb/49b023cbe32971df57e8f4752752ef95ebf181e69caf3e6e95b49658817cfc89.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2010,مرسيدس بنز
هونداي افانتي جير عادي بسعر مغررري,3300,https://opensooq-images.os-cdn.com/previews/220x0/c3bb/09ea/c3bb09ea329e4fdf9c0ba4c8eeb9a3e74e7583ba4411cd8fb018ec3652d4d23b.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",1996,هيونداي
شكودا اوكتافيا 99 وكاله,4300,https://opensooq-images.os-cdn.com/previews/220x0/f16f/b36e/f16fb36e6e98ad0169a254685dd407d2bb5bab07d996efdfa18f71bf5116b1c6.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",1999,سكودا
ميتسوبيشي لانس 2004,5500,https://opensooq-images.os-cdn.com/previews/220x0/963e/beae/963ebeae860e332efa5353673bcdce34b06364faf019f88f0cf2932131cd4362.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2004,ميتسوبيشي
دايو لمنز 1993,1500,https://opensooq-images.os-cdn.com/previews/220x0/e4ca/b6b7/e4cab6b7f721ba2a16e4791a83a8b3305ea80ea6c30be3ec8fdb49bdbdfa8c62.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1993,دايو
سياره للبيع,8500,https://opensooq-images.os-cdn.com/previews/220x0/12ee/a1ce/12eea1ce64a9fec7a247cd6c802b23a68f540c6d01dba23638ed68f3fd5bc370.jpg.jpg,"١ - ٩,٩٩٩",1999,مرسيدس بنز
مازذا زووم 2 صالون(2014) للبيع,10000,https://opensooq-images.os-cdn.com/previews/220x0/7ae3/6e59/7ae36e59e9fdcdd65193146f9339310408701f30f5fefe63a8ec452e3e58817b.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2014,مازدا
name,price,img,km,year,type
مرسيدس اس 400 هايبرد فحص كامل وارد الشركة,36000,https://opensooq-images.os-cdn.com/previews/220x0/6e51/b92d/6e51b92df699bf55681632d47f037a147db16a5ca1f03965bb3ba0b1d4ff3652.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2010,مرسيدس بنز
